year,make,model,parent,sales,msrp,curbweight,hp,mpg,yearssincedesign,footprint,marketsize
2005,chevrolet,chevrolet avalanche,gm,63186,45.112179,5678,295,13.5,4,17691.66,35336000
2005,chevrolet,chevrolet colorado,gm,128359,25.356638,3656,175,19,2,13999.96,35336000
2005,chevrolet,chevrolet s10 pickup,gm,149,31.490633,4083,190,15,11,13939.87,35336000
2005,chevrolet,chevrolet silverado,gm,705980,38.595978,5527,300,15,7,18912.811,35336000
2005,chevrolet,chevrolet ssr,gm,8107,52.254639,4760,390,17,2,15044.04,35336000
2005,dodge,dodge ram dakota,daimler,104051,29.670027,4442.5,210,16,8,15666.08,35336000
2005,dodge,dodge ram pickup,daimler,400543,35.627335,5685,330,13.5,2,18284.119,35336000
2005,ford,ford f series,ford,854878,37.642033,6035,300,14,1,18472.881,35336000
2005,ford,ford ranger,ford,120958,25.2201,3456,154,17,7,13439.01,35336000
2005,gmc,gmc canyon,gm,34845,25.244373,3611,175,20,2,13999.96,35336000
2005,gmc,gmc sierra,gm,229488,39.641556,5561,300,15.5,4,18346.939,35336000
2005,gmc,gmc sonoma,gm,66,32.055317,4083,190,15,11,13939.87,35336000
2005,honda,honda ridgeline,honda,42593,36.005447,4498,247,16,0,15778.84,35336000
2005,isuzu,isuzu i-series,gm,889,23.101093,3674,175,17,0,13999.96,35336000
2005,lincoln,lincoln mark lt,ford,10274,49.137882,5455.5,300,14.5,0,17613.061,35336000
2005,mazda,mazda b series,mazda,5872,25.481039,3417,148,18,7,13997.98,35336000
2005,mitsubishi,mitsubishi raider,mitsubishi,1145,32.737034,4330.5,220,15,0,15810.81,35336000
2005,nissan,nissan frontier,nissan,72838,28.921799,4306,265,16,0,14960.4,35336000
2005,nissan,nissan titan,nissan,86945,35.196484,4953,305,14,2,17666.961,35336000
2005,toyota,toyota tacoma,toyota,168831,25.766253,3690,245,18,0,15524.26,35336000
2005,toyota,toyota tundra,toyota,126529,33.782555,4645,282,16,6,16863.676,35336000
2006,cadillac,cadillac escalade ext,gm,7019,63.704655,5814,345,13,5,17569.5,35752000
2006,chevrolet,chevrolet avalanche,gm,57076,44.540939,5678,295,13.5,5,17691.66,35752000
2006,chevrolet,chevrolet colorado,gm,93876,24.507217,3603,175,19,3,13999.96,35752000
2006,chevrolet,chevrolet silverado,gm,636069,35.973114,5398,300,16,8,18147.689,35752000
2006,chevrolet,chevrolet ssr,gm,3803,47.015762,4760,390,17,3,15044.04,35752000
2006,dodge,dodge ram dakota,daimler,76098,29.547979,4417.5,210,16,0,15666.08,35752000
2006,dodge,dodge ram pickup,daimler,364177,38.550812,6002.5,330,13.5,3,18284.119,35752000
2006,ford,ford f series,ford,744996,37.251675,5970,300,14,2,18472.881,35752000
2006,ford,ford ranger,ford,92420,23.378557,3221,148,18,8,13439.01,35752000
2006,gmc,gmc canyon,gm,23979,24.130997,3611,175,19,3,13999.96,35752000
2006,gmc,gmc sierra,gm,210736,38.459694,5561,300,15.5,5,18912.811,35752000
2006,honda,honda ridgeline,honda,50193,36.005447,4498,247,16,1,15778.84,35752000
2006,isuzu,isuzu i-series,gm,3497,23.101093,3674,175,17,1,13999.96,35752000
2006,lincoln,lincoln mark lt,ford,12753,49.137882,5455.5,300,14.5,1,17613.061,35752000
2006,mazda,mazda b series,mazda,4086,25.747568,3421,154,18,8,14179.51,35752000
2006,mitsubishi,mitsubishi raider,mitsubishi,7595,32.737034,4330.5,220,15,1,15810.81,35752000
2006,nissan,nissan frontier,nissan,77510,28.369352,4306,265,16,1,14960.4,35752000
2006,nissan,nissan titan,nissan,72192,34.823879,4984.5,305,14,3,17666.961,35752000
2006,toyota,toyota tacoma,toyota,178351,25.418375,3715,236,18,1,15524.26,35752000
2006,toyota,toyota tundra,toyota,124508,32.707642,4555,271,16,7,16416.16,35752000
2007,chevrolet,chevrolet avalanche,gm,55550,39.68623,5561.5,315,15,0,17504.83,36404000
2007,chevrolet,chevrolet colorado,gm,75716,20.850489,3611,185,17,4,14103.51,36404000
2007,chevrolet,chevrolet silverado,gm,618257,34.256416,5659,300,16,0,19032.301,36404000
2007,chevrolet,chevrolet ssr,gm,244,47.015762,4760,390,17,4,15044.04,36404000
2007,dodge,dodge ram dakota,daimler,50702,28.992353,4417.5,210,16,1,15687.96,36404000
2007,dodge,dodge ram pickup,daimler,357707,37.92297,6114,330,13.5,4,18261.15,36404000
2007,ford,ford f series,ford,633949,36.80843,5954,300,15,3,18840.42,36404000
2007,ford,ford ranger,ford,72711,22.150785,3337.5,148,17.5,9,14067.38,36404000
2007,gmc,gmc canyon,gm,20888,20.850489,3677,185,18,4,14103.51,36404000
2007,gmc,gmc sierra,gm,208243,35.811058,5659,300,16,0,19152.029,36404000
2007,honda,honda ridgeline,honda,42795,34.159248,4506.5,247,16,2,15778.84,36404000
2007,hummer,hummer h2 sut,gm,2534,62.071354,6400,325,10,0,16524.199,36404000
2007,isuzu,isuzu i-series,gm,4138,27.712631,3783,242,17,2,14207.06,36404000
2007,lincoln,lincoln mark lt,ford,8382,46.519222,5455.5,300,14.5,2,18085.26,36404000
2007,mazda,mazda b series,mazda,2657,24.219831,3363,148,18,9,14221.69,36404000
2007,mitsubishi,mitsubishi raider,mitsubishi,8262,29.746811,4377.5,210,15.5,2,15810.81,36404000
2007,nissan,nissan frontier,nissan,64397,28.463661,4318,265,16,2,14960.4,36404000
2007,nissan,nissan titan,nissan,65746,34.447887,4984.5,317,14,4,17666.961,36404000
2007,toyota,toyota tacoma,toyota,173238,25.10289,3715,236,18,2,15524.26,36404000
2007,toyota,toyota tundra,toyota,196555,34.787964,4930,271,15,0,18273.131,36404000
2008,chevrolet,chevrolet avalanche,gm,35003,39.121662,5561.5,315,14,1,17504.83,36712000
2008,chevrolet,chevrolet colorado,gm,54346,21.39238,3611,185,17,5,14103.51,36712000
2008,chevrolet,chevrolet silverado,gm,465065,34.737503,5742,315,14,1,18812,36712000
2008,chevrolet,chevrolet ssr,gm,13,47.015762,4760,390,17,5,15044.04,36712000
2008,dodge,dodge ram dakota,cerberus,26044,29.946028,4507,210,16,2,15666.45,36712000
2008,dodge,dodge ram pickup,cerberus,240454,36.592445,5958,345,13,5,18261.15,36712000
2008,ford,ford f series,ford,476469,35.532871,5989,300,13,4,18840.42,36712000
2008,ford,ford ranger,ford,65872,21.703371,3454,148,15,10,14333.44,36712000
2008,gmc,gmc canyon,gm,14974,21.048361,3611,185,16,5,13999.96,36712000
2008,gmc,gmc sierra,gm,168544,35.400768,5742,334,14,1,18400.971,36712000
2008,honda,honda ridgeline,honda,33875,33.133007,4506.5,247,15,3,15778.84,36712000
2008,hummer,hummer h2 sut,gm,1302,62.148811,6614,393,10,1,16524.199,36712000
2008,isuzu,isuzu i-series,gm,2998,26.584564,3675,242,16,3,13999.96,36712000
2008,lincoln,lincoln mark lt,ford,4631,45.096554,5457.5,300,12.5,3,18131.221,36712000
2008,mazda,mazda b series,mazda,1319,24.967407,3662,207,15,10,14263.87,36712000
2008,mitsubishi,mitsubishi raider,mitsubishi,2935,29.793509,4360.75,210,15.25,3,15738.56,36712000
2008,nissan,nissan frontier,nissan,44997,27.873667,4309,265,15,3,14960.4,36712000
2008,nissan,nissan titan,nissan,34053,34.968681,5274,317,12,5,17823.9,36712000
2008,suzuki,suzuki equator,suzuki,13,27.785307,4248,265,15,0,15040.48,36712000
2008,toyota,toyota tacoma,toyota,144655,24.483032,3715,236,17,3,15524.26,36712000
2008,toyota,toyota tundra,toyota,137249,32.962372,5270,276,13,1,18273.131,36712000
2009,chevrolet,chevrolet avalanche,gm,16432,44.07534,5561.5,310,14,2,17504.83,36872000
2009,chevrolet,chevrolet colorado,gm,32413,25.965176,3684,185,17.5,6,14103.51,36872000
2009,chevrolet,chevrolet silverado,gm,316544,38.330467,5720,322,14,2,18424,36872000
2009,chevrolet,chevrolet silverado hybrid,gm,799,44.821068,5761.5,332,21,0,18377,36872000
2009,dodge,dodge ram dakota,cerberus,10690,31.350996,4405.5,210,15,3,15666.45,36872000
2009,dodge,dodge ram pickup,cerberus,173066,43.290943,5855,350,13,6,18261.15,36872000
2009,ford,ford f series,ford,392112,37.526737,6966,300,14,0,19471.631,36872000
2009,ford,ford ranger,ford,55600,23.399317,3221,207,15,11,14129.84,36872000
2009,gmc,gmc canyon,gm,10107,23.990376,3688,185,18,6,13999.96,36872000
2009,gmc,gmc sierra,gm,111842,38.788952,5719.5,322,14,2,18424,36872000
2009,gmc,gmc sierra hybrid,gm,799,48.618763,5761.5,332,21,0,18377,36872000
2009,honda,honda ridgeline,honda,16464,35.1045,4504,250,15,4,16104.6,36872000
2009,hummer,hummer h2 sut,gm,366,68.783829,6765,393,10,2,16524.199,36872000
2009,isuzu,isuzu i-series,gm,97,26.584564,3675,242,16,4,13999.96,36872000
2009,lincoln,lincoln mark lt,ford,147,45.096554,5457.5,300,12.5,4,18131.221,36872000
2009,mazda,mazda b series,mazda,573,21.902334,3330.5,175,18,11,13634.72,36872000
2009,mitsubishi,mitsubishi raider,mitsubishi,1944,29.840204,4344,210,15,4,15666.45,36872000
2009,nissan,nissan frontier,nissan,28415,28.83485,4307,261,15,4,14960.4,36872000
2009,nissan,nissan titan,nissan,19042,35.772892,5274,317,12,6,17823.9,36872000
2009,suzuki,suzuki equator,suzuki,2221,27.785307,4248,265,15,1,15040.48,36872000
2009,toyota,toyota tacoma,toyota,111824,26.277277,3715,236,17,4,15524.26,36872000
2009,toyota,toyota tundra,toyota,79385,32.425396,5255,276,13.5,2,18273.131,36872000
2010,chevrolet,chevrolet avalanche,gm,20515,44.896751,5561.5,310,14,3,17504.83,37016000
2010,chevrolet,chevrolet colorado,gm,24642,23.836962,3684,185,17.5,7,14103.51,37016000
2010,chevrolet,chevrolet silverado,gm,370135,38.331532,5720,360,14,3,19200,37016000
2010,chevrolet,chevrolet silverado hybrid,gm,1196.5,44.467403,5761.5,332,21,1,18377,37016000
2010,ford,ford f series,ford,502125,38.369576,6247,300,14,1,19471.631,37016000
2010,ford,ford ranger,ford,55364,23.885876,3189,175,18.5,12,14129.84,37016000
2010,gmc,gmc canyon,gm,7992,26.067942,3735,185,17.5,7,14103.51,37016000
2010,gmc,gmc sierra,gm,129794,38.168488,5720,356.5,14,3,19200,37016000
2010,gmc,gmc sierra hybrid,gm,1196.5,44.869576,5761.5,332,21,1,18377,37016000
2010,honda,honda ridgeline,honda,16142,35.07066,4504,250,15,5,16104.6,37016000
2010,nissan,nissan frontier,nissan,40427,28.78805,4327,261,15,5,14960.4,37016000
2010,nissan,nissan titan,nissan,23416,35.048923,5195,317,12,7,17855.699,37016000
2010,ram,ram dakota,fiat,13047,31.108704,4395,210,14,0,15666.45,37016000
2010,ram,ram pickup,fiat,194175,42.717403,6252,350,13.5,0,18849.561,37016000
2010,suzuki,suzuki equator,suzuki,1447,27.929354,4186.5,263,15,2,15040.48,37016000
2010,toyota,toyota tacoma,toyota,106198,25.91305,3810,236,17,5,15524.26,37016000
2010,toyota,toyota tundra,toyota,93309,32.2174,5285,310,14,3,18273.131,37016000
2011,chevrolet,chevrolet avalanche,gm,20088,43.928505,5609.5,320,14,4,17504.83,37472000
2011,chevrolet,chevrolet colorado,gm,31026,23.170732,3684,185,17.5,8,14103.51,37472000
2011,chevrolet,chevrolet silverado,gm,415130,37.880299,6115,360,14,4,19208,37472000
2011,chevrolet,chevrolet silverado hybrid,gm,582.5,43.106621,5664.5,332,20,2,18377,37472000
2011,ford,ford f series,ford,552647,39.618896,6310,385,15,2,19487.609,37472000
2011,ford,ford ranger,ford,70832,21.442673,3189,143,22,13,14129.84,37472000
2011,gmc,gmc canyon,gm,9590,25.25968,3686,185,17.5,8,14103.51,37472000
2011,gmc,gmc sierra,gm,149170,38.454563,6186.5,322,14,4,19208,37472000
2011,gmc,gmc sierra hybrid,gm,582.5,50.166374,5664.5,332,20,2,18377,37472000
2011,honda,honda ridgeline,honda,9759,34.123882,4504,250,15,6,16104.6,37472000
2011,nissan,nissan frontier,nissan,51700,28.049335,4350,261,15,6,14960.4,37472000
2011,nissan,nissan titan,nissan,21994,34.661266,5265.5,317,12,8,17855.699,37472000
2011,ram,ram dakota,fiat,12115,29.608803,4382,210,15,1,15666.45,37472000
2011,ram,ram pickup,fiat,233770,41.915947,6309,350,13.5,1,18849.561,37472000
2011,suzuki,suzuki equator,suzuki,2127,27.632072,4271,261,15,3,15040.48,37472000
2011,toyota,toyota tacoma,toyota,110705,24.933035,3780,159,17.5,6,15524.26,37472000
2011,toyota,toyota tundra,toyota,82908,34.434719,5390,381,14,4,18273.131,37472000
2012,chevrolet,chevrolet avalanche,gm,23995,47.479549,5805.5,320,15,5,17504.83,38432000
2012,chevrolet,chevrolet colorado,gm,36840,23.924305,3684,185,18,9,14103.51,38432000
2012,chevrolet,chevrolet silverado,gm,418312,37.205261,6165,322,14,5,19208,38432000
2012,chevrolet,chevrolet silverado hybrid,gm,470,43.18763,5664.5,332,20,3,18377,38432000
2012,ford,ford f series,ford,607854,39.440262,6310,360,15,3,19487.609,38432000
2012,ford,ford ranger,ford,19366,21.442673,3189,143,22,14,14129.84,38432000
2012,gmc,gmc canyon,gm,8735,26.556753,3688,185,17,9,14207.06,38432000
2012,gmc,gmc sierra,gm,157185,38.691822,6208,322,14,5,19208,38432000
2012,gmc,gmc sierra hybrid,gm,470,43.569592,5682,332,20,3,18400,38432000
2012,honda,honda ridgeline,honda,14068,32.833332,4504,250,15,7,16096.82,38432000
2012,nissan,nissan frontier,nissan,55435,26.747734,4372.5,261,15,7,14960.4,38432000
2012,nissan,nissan titan,nissan,21576,33.586937,5265.5,317,12,9,17855.699,38432000
2012,ram,ram dakota,fiat,485,29.608803,4382,210,15,2,15666.45,38432000
2012,ram,ram pickup,fiat,278622,42.653397,6146,350,13.5,2,18849.561,38432000
2012,suzuki,suzuki equator,suzuki,1966,27.371264,4248,261,15,4,15040.48,38432000
2012,toyota,toyota tacoma,toyota,141365,24.747589,3815,197.5,17.5,7,15524.26,38432000
2012,toyota,toyota tundra,toyota,101621,31.95998,5335,310,14,5,18273.131,38432000
2013,cadillac,cadillac escalade ext,gm,1972,69.434387,5961,403,13,6,17560.199,38984000
2013,chevrolet,chevrolet avalanche,gm,16526,42.068111,5754,320,14,6,17504.83,38984000
2013,chevrolet,chevrolet colorado,gm,3412,23.924305,3684,185,18,10,14103.51,38984000
2013,chevrolet,chevrolet silverado,gm,480414,37.975506,6178,360,14,6,19208,38984000
2013,chevrolet,chevrolet silverado hybrid,gm,84.5,46.763542,5682,332,20,4,18377,38984000
2013,ford,ford f series,ford,713960,39.995102,6419,360,15,4,19487.609,38984000
2013,gmc,gmc canyon,gm,929,26.556753,3688,185,17,10,14207.06,38984000
2013,gmc,gmc sierra,gm,184389,39.048893,6225,360,14,6,19208,38984000
2013,gmc,gmc sierra hybrid,gm,84.5,43.754498,5682,332,20,4,18377,38984000
2013,honda,honda ridgeline,honda,17723,32.461044,4504,250,15,8,16096.82,38984000
2013,nissan,nissan frontier,nissan,62837,27.913141,4365,261,16,8,14960.4,38984000
2013,nissan,nissan titan,nissan,15691,35.996609,5265.5,317,12,10,17855.699,38984000
2013,ram,ram pickup,fiat,341617,40.208759,6291,350,16,3,18849.561,38984000
2013,suzuki,suzuki equator,suzuki,448,27.371264,4248,261,15,5,15040.48,38984000
2013,toyota,toyota tacoma,toyota,159485,25.054169,3865,197.5,17.5,8,15524.26,38984000
2013,toyota,toyota tundra,toyota,112732,34.078758,5335,381,14,6,18273.131,38984000
2014,chevrolet,chevrolet avalanche,gm,92,42.068111,5754,320,14,7,17504.83,39292000
2014,chevrolet,chevrolet colorado,gm,8003,23.924305,3684,185,18,11,14103.51,39292000
2014,chevrolet,chevrolet silverado,gm,529755,39.309116,6122.5,360,16,0,19168,39292000
2014,chevrolet,chevrolet silverado hybrid,gm,15,46.763542,5682,332,20,5,18377,39292000
2014,ford,ford f series,ford,701102,39.616982,6253,316,15,5,19028.186,39292000
2014,gmc,gmc canyon,gm,3070,26.556753,3688,185,17,11,14207.06,39292000
2014,gmc,gmc sierra,gm,211833,41.659405,6092,360,16,7,19120,39292000
2014,gmc,gmc sierra hybrid,gm,15,43.754498,5682,332,20,5,18377,39292000
2014,honda,honda ridgeline,honda,13389,32.418446,4504,250,15,9,16096.82,39292000
2014,nissan,nissan frontier,nissan,74323,27.032059,4339.5,261,16,9,14960.4,39292000
2014,nissan,nissan titan,nissan,12527,35.747395,5265.5,317,12,11,17855.699,39292000
2014,ram,ram pickup,fiat,421191,41.233898,5972,383,15,4,18841.619,39292000
2014,toyota,toyota tacoma,toyota,155041,24.448994,3900,159,18,9,15524.26,39292000
2014,toyota,toyota tundra,toyota,118493,33.65992,5480,381,13,7,18289.109,39292000
2015,chevrolet,chevrolet colorado,gm,84430,30.26,4140,193,19,0,15796.18,39836000
2015,chevrolet,chevrolet silverado,gm,600544,39.262501,6044,360,16.5,1,18439.02,39836000
2015,ford,ford f series,ford,725726,39.907501,6383,316,18,0,19471.631,39836000
2015,gmc,gmc canyon,gm,30077,30.98,4140,193,19,0,15796.18,39836000
2015,gmc,gmc sierra,gm,224139,41.09,6236,360,17,0,19191.699,39836000
2015,honda,honda ridgeline,honda,520,32.418446,4504,250,15,10,16096.82,39836000
2015,nissan,nissan frontier,nissan,62817,27.41,4401.5,261,16,10,14960.4,39836000
2015,nissan,nissan titan,nissan,12140,35.945,5271.5,317,12,12,17855.699,39836000
2015,ram,ram pickup,fiat,434435,41.990002,6331,383,15,5,18849.561,39836000
2015,toyota,toyota tacoma,toyota,179562,25.745001,4030,236,17,10,15524.26,39836000
2015,toyota,toyota tundra,toyota,118880,35.560001,5390,381,13,8,18289.109,39836000
2016,chevrolet,chevrolet colorado,gm,108725,30.480473,4140,200,19,1,15803.61,40328000
2016,chevrolet,chevrolet silverado,gm,574876,40.849659,6199,360,16.5,2,19271.699,40328000
2016,ford,ford f series,ford,763887,41.257019,6481,385,18,1,19695.35,40328000
2016,gmc,gmc canyon,gm,37449,30.947086,4100,200,19,1,15781.32,40328000
2016,gmc,gmc sierra,gm,221680,42.958061,6329,360,17,1,19271.699,40328000
2016,honda,honda ridgeline,honda,23667,32.418446,4504,250,15,11,16096.82,40328000
2016,nissan,nissan frontier,nissan,86926,27.305527,4376,261,16,11,14960.4,40328000
2016,nissan,nissan titan,nissan,21880,51.51511,7152,310,13.5,0,19286.26,40328000
2016,ram,ram pickup,fiat,473681,42.3606,6324,383,15,6,18841.619,40328000
2016,toyota,toyota tacoma,toyota,191631,31.270506,4445,278,18,0,15795.12,40328000
2016,toyota,toyota tundra,toyota,115489,36.435349,5480,381,13,9,18289.109,40328000
2017,chevrolet,chevrolet colorado,gm,112996,30.410431,4100,200,19,2,15781.32,40488000
2017,chevrolet,chevrolet silverado,gm,585864,42.204746,6243,360,16,3,19275.725,40488000
2017,ford,ford f series,ford,834445,42.158817,6291,385,17,2,20000,40488000
2017,gmc,gmc canyon,gm,32106,33.69466,4125,254,18.5,2,15781.32,40488000
2017,gmc,gmc sierra,gm,217943,43.633408,6334,360,17,2,19279.75,40488000
2017,honda,honda ridgeline,honda,34749,34.121086,4431,280,18,0,16521.721,40488000
2017,nissan,nissan frontier,nissan,74360,26.503973,4174,261,16,12,14960.4,40488000
2017,nissan,nissan titan,nissan,52924,37.715702,7178,390,15,1,18133.949,40488000
2017,ram,ram pickup,fiat,483520,43.236961,5856,383,16,7,18849.561,40488000
2017,toyota,toyota tacoma,toyota,198124,31.943039,4445,278,18,1,15795.12,40488000
2017,toyota,toyota tundra,toyota,116285,36.366814,5410,381,13,10,18289.109,40488000
2018,chevrolet,chevrolet colorado,gm,134842,30.190289,4151,254,18.5,3,15781.32,41036000
2018,chevrolet,chevrolet silverado,gm,585575,41.148838,6199,360,16,4,19239.5,41036000
2018,ford,ford f series,ford,844448,42.522198,6279,385,18,3,20000,41036000
2018,gmc,gmc canyon,gm,33492,33.508057,4162,308,18,3,15781.32,41036000
2018,gmc,gmc sierra,gm,219554,43.069653,6334,360,17,3,19279.75,41036000
2018,honda,honda ridgeline,honda,30592,34.706799,4433,280,18,1,16506,41036000
2018,nissan,nissan frontier,nissan,79646,27.618191,4346.5,261,16,13,14960.4,41036000
2018,nissan,nissan titan,nissan,50459,43.01302,5858.5,350,15,2,18845.475,41036000
2018,ram,ram pickup,fiat,521046,42.607147,5653,383,16,8,18849.561,41036000
2018,toyota,toyota tacoma,toyota,245659,32.229088,4230,278,18,2,15795.12,41036000
2018,toyota,toyota tundra,toyota,118258,36.443554,5410,381,13,11,18289.109,41036000
